State,County,White,Black,Hispanic,Asian,Native.American.Alaska.Native
Texas,Hardin County,90.6,5.8,4.4,0.5,0.4
Texas,Harrison County,68.6,21.9,11.1,0.5,0.7
Texas,Hemphill County,86.9,0.2,28.5,0.5,0.4
Texas,Henderson County,85.8,6.2,10.8,0.4,0.6
Texas,Hidalgo County,88,0.6,90.6,1,0.3
Texas,Hopkins County,81.5,7.1,15.3,0.5,0.6
Texas,Irion County,91.6,0.7,25.5,0.2,0.4
Texas,Jack County,87.5,3.8,14.2,0.3,0.7
Texas,Jackson County,81.3,7,29,0.4,0.4
Texas,Loving County,79.3,0,22,0,4.9
Texas,Lynn County,80.3,2.1,46.4,0.1,1.2
Texas,McCulloch County,83.9,1.9,29.9,0.4,0.7
Texas,McMullen County,90.9,1.1,36.9,0.4,0
Texas,Marion County,73.5,22,3.1,0.5,0.8
Texas,Maverick County,91.4,0.2,95.7,0.3,1.2
Texas,Menard County,82.4,0.6,35.2,0.1,0.8
Texas,Milam County,78.1,10,23.3,0.4,0.7
Texas,Mills County,90,0.5,16.6,0.2,0.4
Texas,Moore County,72.5,1.5,52.7,6.1,1.3
Texas,Motley County,92.1,2,13.5,0,0.8
Texas,Nacogdoches County,68.6,18.2,17.6,1.2,0.6
Texas,Orange County,86.1,8.5,5.8,1,0.5
Texas,Panola County,76.8,16.3,8.3,0.3,0.4
Texas,Potter County,69.8,10.2,35.3,4,0.8
Texas,Presidio County,85.9,0.6,83.4,1,0.7
Texas,Real County,90.5,0.7,24.6,0.1,1.1
Indiana,DeKalb County,96.9,0.4,2.4,0.5,0.2
Indiana,Elkhart County,82.9,5.7,14.1,1,0.4
Indiana,Fayette County,96.9,1.3,0.9,0.3,0.1
Indiana,Greene County,98.1,0.1,1,0.3,0.3
Indiana,Henry County,95.7,2.2,1.4,0.3,0.1
Indiana,Huntington County,97.1,0.4,1.7,0.4,0.4
Indiana,Jay County,97,0.3,2.7,0.4,0.1
Indiana,Johnson County,93.9,1.1,3.1,2,0.2
Indiana,LaGrange County,96.6,0.3,3.5,0.3,0.2
Indiana,Lawrence County,97.3,0.4,1.2,0.5,0.3
Indiana,Marion County,62.7,26.7,9.3,2,0.3
Indiana,Marshall County,93.5,0.5,8.4,0.5,0.2
Indiana,Montgomery County,95.2,0.9,4.6,0.6,0.3
Indiana,Newton County,96.2,0.4,5,0.3,0.3
Indiana,Owen County,97.9,0.3,0.9,0.3,0.3
Indiana,Pike County,98.2,0.3,0.9,0.2,0.2
Indiana,Porter County,91.3,3,8.5,1.2,0.3
Kentucky,Monroe County,95.1,2.1,2.6,0.1,0.1
Kentucky,Morgan County,94.3,4.3,0.8,0.3,0.2
Kentucky,Muhlenberg County,93.7,4.5,1.2,0.1,0.1
Kentucky,Pendleton County,98.2,0.4,1,0.1,0.2
Kentucky,Perry County,96.5,1.5,0.6,0.5,0.1
Kentucky,Robertson County,98.2,0.2,1,0.1,0.1
Kentucky,Rowan County,96.1,1.5,1.3,0.8,0.1
Kentucky,Shelby County,85.4,7.5,9.1,0.6,0.3
Kentucky,Taylor County,92,5,1.8,0.5,0.1
Kentucky,Todd County,89,8,4,0.1,0.2
Kentucky,Washington County,90.8,6.3,3.4,0.3,0.1
Kentucky,Wayne County,95.2,1.5,2.9,0.3,0.2
Kentucky,Whitley County,97.4,0.6,0.9,0.4,0.3
Kentucky,Woodford County,89.7,4.9,6.7,0.5,0.2
Louisiana,Ascension Parish,73.3,22.2,4.7,0.9,0.3
Louisiana,Beauregard Parish,82.2,13.1,2.8,0.6,1
Louisiana,Calcasieu Parish,70.8,24.8,2.6,1.1,0.5
Minnesota,Chisago County,95.8,1.2,1.5,0.9,0.6
Minnesota,Clearwater County,87.2,0.3,1.4,0.2,9
Minnesota,Crow Wing County,96.6,0.5,1,0.4,0.8
Minnesota,Dakota County,85.2,4.7,6,4.4,0.4
Minnesota,Faribault County,96.5,0.3,5.6,0.3,0.4
Minnesota,Fillmore County,98.2,0.2,1,0.3,0.1
Minnesota,Hennepin County,74.4,11.8,6.7,6.2,0.9
Minnesota,Isanti County,96,0.6,1.5,0.8,0.5
Minnesota,Itasca County,93.6,0.3,0.9,0.3,3.5
Minnesota,Lake of the Woods County,95.8,0.3,0.9,0.8,0.7
Minnesota,Lincoln County,98,0.1,1.2,0.2,0.2
Minnesota,McLeod County,95.9,0.5,4.9,0.7,0.3
Minnesota,Martin County,96.7,0.3,3.6,0.5,0.3
Michigan,Cass County,88.9,5.4,3,0.6,1
Michigan,Charlevoix County,95.6,0.3,1.4,0.4,1.5
Michigan,Chippewa County,72.3,6.5,1.2,0.6,15.8
Michigan,Delta County,94.7,0.2,0.9,0.4,2.4
Michigan,Dickinson County,97.2,0.3,1,0.5,0.6
Michigan,Emmet County,92.9,0.5,1.3,0.5,3.7
Indiana,Posey County,97.2,0.9,1,0.3,0.2
Indiana,Randolph County,96.1,0.4,3,0.2,0.3
Indiana,Shelby County,95.4,1,3.7,0.5,0.2
Indiana,Steuben County,96.8,0.5,2.9,0.5,0.3
Indiana,Switzerland County,97.8,0.3,1.4,0.2,0.2
Indiana,Union County,97.5,0.4,1.1,0.3,0.3
Indiana,Vermillion County,98.3,0.1,0.8,0.2,0.2
Indiana,Warren County,98.3,0.1,0.8,0.4,0.2
Indiana,White County,93.9,0.3,7.1,0.4,0.3
Iowa,Adair County,98.4,0.1,1.3,0.3,0.1
Iowa,Adams County,98.1,0.2,0.9,0.6,0.5
Iowa,Audubon County,98.6,0.2,0.6,0.4,0.1
Iowa,Black Hawk County,85.6,8.9,3.7,1.3,0.2
Iowa,Boone County,97,0.8,1.9,0.3,0.3
Iowa,Butler County,98.4,0.2,0.9,0.2,0.1
Iowa,Cedar County,97.8,0.3,1.5,0.5,0.2
Louisiana,Cameron Parish,95.7,1.7,2.3,0.1,0.5
Louisiana,Catahoula Parish,67.1,31.5,0.9,0,0.3
Louisiana,De Soto Parish,58,39.2,2.5,0.2,0.8
Louisiana,East Carroll Parish,28.9,69,1.6,0.6,0.2
Louisiana,Franklin Parish,67.1,31.5,0.9,0.2,0.2
Louisiana,Grant Parish,81.4,15.6,4.2,0.3,1
Louisiana,Jackson Parish,68.1,29.8,1.3,0.2,0.2
Louisiana,Jefferson Parish,62.9,26.3,12.4,3.9,0.5
Louisiana,Jefferson Davis Parish,79.5,17.3,1.7,0.2,0.5
Louisiana,Lincoln Parish,55.2,40.5,2.5,1.7,0.3
Louisiana,Madison Parish,37.2,61,1.6,0.2,0.2
Louisiana,Morehouse Parish,51.3,46.9,0.9,0.4,0.1
Minnesota,Mille Lacs County,91.1,0.4,1.4,0.3,6
Minnesota,Nicollet County,93.7,2,3.7,1.3,0.3
Minnesota,Olmsted County,85.7,4.8,4.2,5.4,0.2
Minnesota,Pennington County,93.8,1.4,2.7,0.6,1.5
Minnesota,Pipestone County,93.5,0.6,3.7,0.7,1
Minnesota,Red Lake County,96.2,0.2,2.5,0.1,1.3
Minnesota,Redwood County,89.1,0.5,2.1,3.2,5
Minnesota,Rice County,89.3,3.2,8,2,0.5
Minnesota,Scott County,86.4,2.6,4.4,5.7,0.8
Minnesota,Sibley County,94.8,0.3,7.2,0.6,0.2
Minnesota,Stearns County,91.8,3.1,2.8,2,0.3
Minnesota,Stevens County,93.7,0.8,3.5,1.5,0.9
Minnesota,Todd County,95.3,0.4,5.2,0.4,0.3
Minnesota,Traverse County,94.2,0.4,1.4,0.1,3.9
Minnesota,Wilkin County,97,0.2,2,0.3,1
Minnesota,Winona County,94.4,1.3,2.4,2.1,0.3
Michigan,Gogebic County,91.7,4.1,0.9,0.2,2.4
Missouri,Jefferson County,96.5,0.8,1.6,0.6,0.3
Missouri,Laclede County,95.7,0.7,2,0.4,0.7
Missouri,Lafayette County,94.1,2.2,2.2,0.4,0.4
Missouri,Lewis County,94.4,3.2,1.6,0.2,0.3
Missouri,Lincoln County,95,1.9,2,0.4,0.3
Missouri,Livingston County,95.4,2.4,1.2,0.3,0.3
Missouri,McDonald County,85,0.6,11.2,0.8,2.9
Missouri,Maries County,97.7,0.3,0.8,0.1,0.6
Missouri,Mercer County,97.8,0.2,0.7,0.5,0.4
Missouri,Monroe County,95.1,3,1,0.3,0.3
Missouri,Montgomery County,95.7,1.6,1.4,0.3,0.2
Missouri,Newton County,89.3,0.8,4.4,1.3,2.3
Iowa,Cerro Gordo County,95,1.3,3.8,0.9,0.2
Iowa,Chickasaw County,97.4,0.3,2.2,0.3,0.1
Georgia,Gwinnett County,53.3,23.6,20.1,10.6,0.5
Georgia,Habersham County,85.7,3.4,12.4,2.2,0.5
Georgia,Harris County,79.3,17.2,2.7,0.9,0.3
Georgia,Henry County,55,36.9,5.8,2.9,0.3
Georgia,Jasper County,73.9,21.8,3.7,0.2,0.4
Georgia,Jenkins County,54.9,40.5,4,0.4,0.3
Georgia,Lamar County,66,30.8,1.9,0.4,0.3
Georgia,Lanier County,70.6,23.7,4.6,1,0.5
Georgia,Lincoln County,65.7,32.1,1.2,0.4,0.4
Georgia,McDuffie County,57.2,39.8,2.2,0.3,0.3
Georgia,McIntosh County,61.5,35.9,1.6,0.3,0.4
Georgia,Madison County,87.6,8.4,4.1,0.6,0.3
Georgia,Mitchell County,47.9,47.7,4.4,0.5,0.3
Georgia,Morgan County,72.7,23.6,2.8,0.6,0.3
Louisiana,Ouachita Parish,60.4,36.6,1.8,0.9,0.2
Louisiana,Plaquemines Parish,70.5,20.5,4.6,3.2,1.6
Louisiana,Rapides Parish,63.3,32,2.6,1.2,0.8
Louisiana,Richland Parish,62.1,36,1.6,0.3,0.3
Louisiana,Sabine Parish,70.8,16.6,3.4,0.2,8.6
Louisiana,St. Helena Parish,44.9,53.3,0.9,0.1,0.3
Louisiana,St. John the Baptist Parish,42.5,53.5,4.7,0.7,0.3
Louisiana,St. Landry Parish,55.9,41.3,1.6,0.4,0.3
Montana,Sanders County,91.6,0.1,2,0.3,4.4
Kansas,Ottawa County,96.7,0.8,2,0.1,0.4
Minnesota,Yellow Medicine County,93.9,0.2,3.8,0.3,3
Mississippi,Amite County,57.7,41.3,0.8,0.1,0.2
Mississippi,Attala County,56.2,42,1.7,0.3,0.2
Mississippi,Bolivar County,33.5,64.2,1.9,0.6,0.1
Mississippi,Calhoun County,67.5,27.7,5.4,0.1,0.1
Mississippi,Claiborne County,14.2,84.4,0.8,0.4,0.1
Mississippi,Coahoma County,22.9,75.5,1.1,0.5,0.1
Mississippi,Franklin County,64.8,34.4,0.6,0.1,0.2
Mississippi,George County,89.8,8.1,2,0.2,0.3
Mississippi,Grenada County,56.9,41.7,0.9,0.3,0.2
Mississippi,Holmes County,15.6,83.4,0.7,0.2,0.1
Mississippi,Humphreys County,23.5,74.5,2.2,0.2,0.1
Mississippi,Jackson County,72.1,21.5,4.6,2.2,0.4
Missouri,Osage County,98.8,0.2,0.6,0.1,0.2
Missouri,Ozark County,97.4,0.1,1.3,0.1,0.7
Missouri,Pemiscot County,70.4,26.8,1.9,0.2,0.3
Missouri,Phelps County,91.7,2.2,2,2.9,0.6
Missouri,Polk County,96.2,0.8,2,0.3,0.6
Missouri,Ralls County,97.3,1.1,1,0.2,0.1
Missouri,Ray County,96.3,1.2,1.8,0.3,0.5
Missouri,Ripley County,96.8,0.3,1,0.3,0.9
Missouri,St. Francois County,93.6,4.2,1.2,0.4,0.4
Missouri,Schuyler County,98.6,0,0.7,0.2,0.2
Missouri,Scotland County,98.6,0.1,0.7,0.2,0.2
Missouri,Stoddard County,97.3,0.9,1.2,0.2,0.4
Missouri,Taney County,93.6,0.9,4.8,0.7,0.8
Missouri,Warren County,94.4,1.9,2.9,0.4,0.4
Missouri,Wayne County,97.2,0.3,1,0.2,0.4
Georgia,Oglethorpe County,78.3,17.2,3.7,0.4,0.2
Georgia,Paulding County,77.7,17.1,5.1,0.9,0.3
Georgia,Pierce County,86.9,8.9,4.7,0.3,0.4
Georgia,Pike County,87.3,10.3,1.1,0.3,0.3
Georgia,Quitman County,51.3,47.9,1.4,0.1,0.2
Georgia,Richmond County,39.7,54.2,4.1,1.7,0.3
Georgia,Screven County,54.6,43.3,1.2,0.4,0.3
Georgia,Stephens County,85.1,10.9,2.4,0.7,0.3
Georgia,Talbot County,39,59.2,1.3,0.1,0.3
Georgia,Taylor County,58.5,39.3,1.8,0.6,0.1
Georgia,Thomas County,59.6,36.9,2.9,0.7,0.4
Georgia,Turner County,54.7,41.6,3.2,0.4,0.3
Georgia,Twiggs County,56.8,41.3,1.4,0.2,0.3
Georgia,Union County,96.8,0.5,2.4,0.4,0.3
Georgia,Ware County,66.4,29.5,3.3,0.8,0.3
Georgia,Wayne County,74.9,19.9,5.7,0.5,0.4
Louisiana,St. Martin Parish,65.8,30.7,2.1,0.8,0.4
Louisiana,Tangipahoa Parish,66.2,30.3,3.5,0.6,0.3
Louisiana,Tensas Parish,41.9,56.5,1.2,0.2,0.1
Louisiana,Vermilion Parish,80.9,14.3,2.4,2,0.4
Louisiana,Vernon Parish,75.7,14.2,7.2,1.8,1.4
Iowa,Davis County,98.4,0.1,1,0.3,0.2
Iowa,Decatur County,95.4,1.8,2.1,0.7,0.4
Iowa,Dubuque County,94.1,2.7,1.9,0.9,0.2
Iowa,Fayette County,97,0.9,1.8,0.5,0.1
Iowa,Franklin County,93.6,0.4,11.3,0.3,0.2
Iowa,Grundy County,98.5,0.2,1,0.2,0
Iowa,Guthrie County,97.6,0.1,1.8,0.3,0.2
Iowa,Howard County,98.1,0.3,1.2,0.3,0.1
Mississippi,Jefferson County,13.7,85.7,0.4,0,0.2
Mississippi,Jones County,67.2,28.3,4.7,0.4,0.5
Mississippi,Lafayette County,71.8,23.7,2.3,2.1,0.3
Louisiana,West Feliciana Parish,52,46.5,1.6,0.2,0.1
Maine,Franklin County,97.3,0.2,1,0.4,0.4
Maine,Knox County,97.1,0.5,0.8,0.5,0.4
Maine,Oxford County,96.8,0.4,1,0.6,0.4
Missouri,St. Louis city,43.9,49.2,3.5,2.9,0.3
Montana,Big Horn County,31.4,0.2,4,0.5,64.3
Montana,Blaine County,48.2,0.1,1.8,0.1,49.4
Montana,Carbon County,97.2,0.3,1.9,0.2,0.8
Montana,Chouteau County,75.8,0.1,1.6,0.4,21.8
Montana,Custer County,95.5,0.3,2.2,0.3,1.7
Montana,Deer Lodge County,93.1,0.4,2.9,0.3,3.1
Montana,Fergus County,96.6,0.2,1.5,0.2,1.2
Montana,Garfield County,98.6,0.2,0.2,0.1,0.4
Montana,Granite County,97.5,0.1,1.4,0.1,0.4
Montana,Jefferson County,95.5,0.1,2,0.4,1.4
Georgia,Muscogee County,46.3,45.5,6.4,2.2,0.4
Kansas,Crawford County,91.2,2,4.5,1.2,0.9
Kansas,Edwards County,90.8,0.7,17.6,0.4,0.7
Kansas,Ellis County,93.8,0.9,4.6,1.4,0.3
Kansas,Ellsworth County,92.2,4.6,5,0.4,0.6
Kansas,Geary County,66.2,18.4,12.4,3.2,1
Kansas,Grant County,81.3,0.6,43.9,0.3,1.2
Kansas,Greenwood County,95.6,0.3,3.3,0.3,1
Kansas,Harper County,94.6,0.4,4.9,0.1,1.1
Kansas,Harvey County,91.4,1.6,10.8,0.7,0.7
Kansas,Jefferson County,96.3,0.5,1.8,0.2,0.9
Kansas,Johnson County,86,4.3,7.2,4.2,0.4
Kansas,Labette County,88,4.7,4,0.4,2.2
Kansas,Logan County,96,0.8,2.9,0.4,0.5
Kansas,McPherson County,95.1,1,3.5,0.5,0.4
Kansas,Marshall County,97.4,0.3,1.9,0.2,0.3
Iowa,Ida County,98.1,0.2,1.4,0.3,0.2
Iowa,Jackson County,97.4,0.3,1.1,0.2,0.2
Iowa,Jefferson County,87.6,1.3,2.4,8.5,0.2
Iowa,Johnson County,85.6,4.8,4.7,5.2,0.2
Iowa,Keokuk County,98.4,0.5,0.9,0.2,0.1
Iowa,Lucas County,98.6,0.2,1,0.2,0.2
Iowa,Lyon County,97.9,0.1,1.8,0.2,0.1
Iowa,Mahaska County,95.7,1.1,1.6,1.1,0.3
Iowa,Mills County,97.2,0.4,2.4,0.4,0.3
Iowa,Monroe County,97.4,0.3,2.1,0.4,0.1
Iowa,Osceola County,95.2,0.3,6.7,0.3,0.3
Iowa,Plymouth County,96.4,0.3,3,0.5,0.3
Iowa,Polk County,84.7,6,7.6,3.5,0.3
Iowa,Ringgold County,97.5,0.3,1.8,0.3,0.3
Iowa,Sioux County,93.3,0.4,8.9,0.8,0.3
Iowa,Tama County,86.5,0.3,7.4,0.3,7.5
Iowa,Washington County,95.8,0.7,5.2,0.3,0.3
Iowa,Wayne County,98,0.3,1.1,0.3,0.2
Maine,Penobscot County,95.4,0.8,1.1,0.9,1.2
Maine,Sagadahoc County,96.2,0.7,1.3,0.8,0.4
Maine,Waldo County,97.1,0.4,0.9,0.4,0.4
Maryland,Anne Arundel County,75.4,15.5,6.1,3.4,0.3
Maryland,Caroline County,79.8,13.9,5.5,0.6,0.4
Maryland,Cecil County,89.2,6.2,3.4,1.1,0.3
Maryland,Dorchester County,67.6,27.7,3.5,0.9,0.3
Maryland,Frederick County,81.5,8.6,7.3,3.8,0.3
Maryland,Garrett County,97.8,1,0.7,0.3,0.1
Montana,Liberty County,98.2,0.1,0.3,0.1,0.2
Montana,Lincoln County,95.9,0.1,2.3,0.3,0.9
Montana,McCone County,98,0.2,0.7,0.1,0.4
Montana,Park County,96.5,0.1,2.1,0.3,0.8
Montana,Phillips County,87,0,1.9,0.2,8.3
Montana,Powell County,92.4,1,1.7,0.5,4.4
Montana,Roosevelt County,35.8,0.1,1.3,0.4,60.4
Montana,Rosebud County,61.3,0.3,3.4,0.5,34.7
Montana,Sheridan County,95.4,0.2,1.5,0.4,1.7
Kansas,Montgomery County,83.3,5.8,5.2,0.6,3.3
Kansas,Morton County,87.9,0.4,19.3,1.9,1.1
Kansas,Nemaha County,97.3,0.6,1.2,0.1,0.5
Kansas,Osborne County,97.6,0.2,1.2,0.5,0.5
Kansas,Pottawatomie County,93.6,1.1,4.4,0.7,0.8
Kansas,Rawlins County,97.2,0.3,3.2,0.2,0.2
Kansas,Riley County,83.2,6.4,6.5,4.2,0.6
Kansas,Rush County,97.2,0.2,2.5,0.2,0.5
Kansas,Scott County,90.1,0.4,15.3,0.5,0.6
Kansas,Shawnee County,81.2,8.6,10.8,1.2,1.2
Kansas,Sherman County,93.1,0.6,10.8,0.3,0.3
Kansas,Stanton County,83.7,0.6,37,0.1,1.2
Kansas,Thomas County,95.1,0.6,4.7,0.5,0.5
Kansas,Wabaunsee County,96.5,0.4,2.9,0.1,0.5
Kansas,Woodson County,95.5,0.4,2.1,0.1,1.1
Kentucky,Barren County,92.5,3.9,2.6,0.4,0.2
Iowa,Winnebago County,96.1,0.8,3.3,0.8,0.2
Iowa,Winneshiek County,96.6,0.6,2,1.1,0.1
Kansas,Allen County,93.3,1.9,2.9,0.5,0.8
Kansas,Anderson County,96.8,0.5,1.5,0.5,0.5
Kansas,Barber County,96.1,0.5,2.4,0.4,0.6
Kansas,Barton County,88.8,1.4,13.3,0.2,0.5
Kansas,Chase County,95.4,1.2,3.6,0.3,0.4
Kansas,Chautauqua County,90.8,0.4,2.4,0.1,4.1
Michigan,Iron County,97.1,0.1,1.4,0.3,0.9
Michigan,Jackson County,87.7,7.9,3,0.7,0.4
Michigan,Kalkaska County,96.8,0.3,1.2,0.2,0.9
Michigan,Keweenaw County,98.5,0.1,0.7,0,0.1
Michigan,Lake County,87,9.2,2.1,0.1,0.8
Michigan,Lenawee County,92.3,2.5,7.6,0.5,0.5
Michigan,Luce County,80.4,11.1,1.2,0.3,5
Maryland,Harford County,81.2,12.7,3.5,2.4,0.3
Maryland,Washington County,85.1,9.6,3.5,1.4,0.2
Maryland,Worcester County,82,13.6,3.2,1.1,0.3
Maryland,Baltimore city,29.6,63.7,4.2,2.3,0.4
Montana,Stillwater County,96.8,0.1,2.3,0.3,0.8
Montana,Teton County,96.3,0,1.3,0.1,1.4
Montana,Toole County,92,0.5,2.4,0.4,4.5
Montana,Wibaux County,97.6,0,1.3,0.5,0.4
Nebraska,Antelope County,97.5,0.3,2.7,0.3,0.2
Nebraska,Boone County,98.5,0.4,1.2,0.2,0.2
Nebraska,Box Butte County,89.8,0.5,10.2,0.3,3.6
Nebraska,Buffalo County,92.7,0.8,7.4,1.3,0.3
Nebraska,Burt County,95.9,0.4,1.8,0.2,1.7
Nebraska,Chase County,91.9,0.1,11.1,0.1,0.1
Nebraska,Cheyenne County,94.1,0.2,6.1,1.6,0.7
Nebraska,Dixon County,92.5,0.3,10.4,0.2,0.4
Nebraska,Douglas County,76.4,11.6,11.2,2.7,0.7
Kentucky,Bath County,96.4,1.3,1.4,0.1,0.3
Kentucky,Boone County,91.8,2.5,3.5,2.1,0.2
Kentucky,Bourbon County,88.1,6,6.8,0.3,0.2
Kentucky,Boyle County,88.2,7.5,2.8,0.8,0.2
Kentucky,Breckinridge County,95.7,2,0.9,0.2,0.3
Kentucky,Caldwell County,92.8,5.1,1,0.3,0.1
Kentucky,Carlisle County,97.2,0.8,1.6,0.3,0.5
Kentucky,Casey County,97.2,0.5,2.4,0.2,0.2
Kentucky,Christian County,71.5,21.2,6.1,1,0.6
Kentucky,Clinton County,96.7,0.4,2.2,0.1,0.2
Kentucky,Elliott County,95.6,3.4,0.8,0.1,0.1
Kentucky,Fayette County,75.7,14.5,6.9,3.2,0.3
Kentucky,Fleming County,97,1.3,1,0.2,0.1
Kentucky,Garrard County,95.3,2,2.4,0.2,0.1
Kentucky,Graves County,90.4,4.3,5.7,0.3,0.2
Kentucky,Grayson County,97.3,1,1,0.2,0.2
Michigan,Macomb County,85.4,8.6,2.3,3,0.3
Michigan,Manistee County,92.2,2.9,2.6,0.3,2.1
Michigan,Mason County,94.8,0.6,4,0.5,1
Michigan,Monroe County,94.4,2.1,3.1,0.6,0.3
Michigan,Montmorency County,97.6,0.2,1,0.2,0.4
Michigan,Oakland County,77.3,13.6,3.5,5.6,0.3
Texas,Fort Bend County,50.6,21.5,23.7,17,0.4
Massachusetts,Dukes County,87.6,3.1,2.3,0.8,1.1
Massachusetts,Essex County,81.9,3.8,16.5,3.1,0.4
Massachusetts,Hampshire County,88.7,2.5,4.7,4.5,0.2
Massachusetts,Nantucket County,87.6,6.8,9.4,1.2,0.1
Puerto Rico,Vieques Municipio,58.7,28.1,94.3,0.1,0.7
Texas,Ector County,76.3,4.5,52.7,0.8,1
Nebraska,Dundy County,95.3,0.3,5.8,0.1,0.6
Nebraska,Franklin County,98.1,0.1,1,0.1,0.3
Nebraska,Gage County,96.9,0.3,1.7,0.4,0.5
Nebraska,Garfield County,99.2,0.1,0.7,0.1,0
Nebraska,Hamilton County,98.1,0.2,2,0.2,0.2
Nebraska,Hitchcock County,97.6,0.2,1.4,0.1,0.4
Nebraska,Howard County,97.6,0.2,1.7,0.2,0.4
Nebraska,Keith County,95.7,0.2,5.7,0.4,0.5
Nebraska,Kimball County,94.2,0.2,6.4,0.7,1.3
Nebraska,Lancaster County,87.1,3.5,5.8,3.5,0.7
Nebraska,Loup County,98.9,0.2,2.1,0,0.2
Nebraska,Otoe County,94.9,0.5,5.7,0.4,0.3
Nebraska,Perkins County,97.1,0.4,3.2,0.2,0.2
Nebraska,Platte County,90,0.4,13.8,0.5,0.7
Nebraska,Richardson County,94.3,0.2,1.3,0.3,3
Nebraska,Sarpy County,87.4,4,7.3,2.1,0.5
Washington,Yakima County,63.7,1,45,1.1,4.3
West Virginia,Berkeley County,87.8,7.1,3.8,0.8,0.3
West Virginia,Braxton County,98.2,0.4,0.5,0.2,0.3
West Virginia,Brooke County,97,1.2,0.7,0.4,0.1
West Virginia,Grant County,97.7,0.7,1,0.2,0.2
West Virginia,Hampshire County,97.2,1,1,0.2,0.2
West Virginia,Harrison County,96,1.6,1.3,0.5,0.2
West Virginia,Kanawha County,89.1,7.3,0.9,1,0.2
West Virginia,Lincoln County,99,0.1,0.4,0.1,0.1
West Virginia,Marshall County,98,0.5,0.8,0.4,0.1
West Virginia,Mason County,97.7,0.6,0.4,0.3,0.2
West Virginia,Mineral County,95.3,2.8,0.7,0.4,0.1
West Virginia,Monroe County,97.5,0.7,0.6,0.1,0.2
Virginia,King George County,76.7,17.9,3.3,1.2,0.5
Virginia,Lancaster County,70.1,28,1,0.6,0.2
Virginia,Mathews County,88,9.2,1.2,0.3,0.2
Virginia,Mecklenburg County,59.9,36.8,2.5,0.7,0.2
Puerto Rico,Camuy Municipio,87.9,4.1,99.4,0.1,0.3
Puerto Rico,Cataí±o Municipi,70.7,14.4,99,0.3,1
Puerto Rico,Cayey Municipio,79.9,8.3,99.3,0.1,0.4
Puerto Rico,Cidra Municipio,76.6,8.3,99.4,0.1,0.4
Puerto Rico,Coamo Municipio,76.8,10.4,99.6,0.1,0.3
Puerto Rico,Fajardo Municipio,64.8,18.6,98.2,0.3,0.7
Puerto Rico,Guayama Municipio,68.2,18.5,99.1,0.1,0.8
Idaho,Lincoln County,80.1,0.4,28.3,0.4,0.7
Idaho,Payette County,88.6,0.2,14.9,0.8,1.1
Illinois,Adams County,93.7,3.5,1.2,0.7,0.2
Illinois,Cass County,86.3,3.1,16.8,0.3,0.3
Illinois,Clay County,97.7,0.3,1.1,0.5,0.2
Illinois,De Witt County,96.8,0.5,2.1,0.4,0.2
Illinois,Edgar County,98.3,0.3,1,0.2,0.1
Illinois,Greene County,97.9,0.9,0.8,0.1,0.2
Illinois,Hardin County,97.3,0.3,1.3,0.5,0.6
Illinois,Henry County,94.8,1.6,4.8,0.4,0.2
Illinois,Jasper County,98.6,0.1,0.8,0.2,0.1
Illinois,Kane County,74.6,5.7,30.7,3.5,0.6
Illinois,Lee County,90.9,4.8,5,0.7,0.2
Illinois,McLean County,84.3,7.3,4.4,4.3,0.2
Illinois,Marshall County,97.1,0.3,2.5,0.4,0.2
Illinois,Montgomery County,95.1,3.2,1.5,0.4,0.2
Minnesota,Kanabec County,97,0.3,1.3,0.3,0.6
Minnesota,Kittson County,98.5,0.2,1.5,0.4,0.1
Minnesota,Koochiching County,94.6,0.6,1.1,0.3,2.3
Minnesota,Mahnomen County,50.1,0.2,1.8,0.1,40.9
Minnesota,Morrison County,97.7,0.4,1.2,0.3,0.2
Minnesota,Norman County,94.2,0.2,4,0.4,1.6
Minnesota,Ramsey County,70.1,11,7.2,11.7,0.8
Minnesota,Roseau County,94.5,0.2,0.7,2.5,1.3
Minnesota,Swift County,96.6,0.5,3.6,0.2,0.4
Minnesota,Waseca County,93.7,2,5.1,0.7,0.8
Minnesota,Wright County,95,1.1,2.4,1.2,0.3
Mississippi,Carroll County,65.6,32.7,1,0.2,0.1
Mississippi,Clay County,40.5,58.2,1,0.2,0.1
Mississippi,Forrest County,59.7,36.1,3.5,0.7,0.2
Mississippi,Hinds County,28.4,69.1,1.5,0.8,0.2
Mississippi,Jasper County,46.3,52.6,0.8,0.1,0.1
West Virginia,Morgan County,97.3,0.6,1,0.3,0.3
Louisiana,Washington Parish,66.7,31,1.9,0.2,0.3
Louisiana,West Carroll Parish,81.8,15.7,2.6,0.2,0.4
Maine,Kennebec County,96.2,0.6,1.2,0.7,0.5
Maryland,Allegany County,89.2,8,1.4,0.8,0.1
Maryland,Queen Anne's County,88.7,6.9,3,1,0.3
Maryland,Talbot County,81.4,12.8,5.5,1.2,0.2
Massachusetts,Berkshire County,92.5,2.7,3.5,1.2,0.2
Massachusetts,Suffolk County,56,21.6,19.9,8.2,0.4
Michigan,Calhoun County,82.2,10.9,4.5,1.6,0.6
Puerto Rico,Guayanilla Municipio,81.9,8.3,99.5,0.1,0.4
Michigan,Genesee County,74.5,20.7,3,0.9,0.5
Missouri,Jackson County,66.9,23.9,8.4,1.6,0.5
Missouri,Johnson County,90,4.3,3.1,1.5,0.5
