State,County,White,Black,Hispanic,Asian,Native.American.Alaska.Native
New York,Warren County,96.5,0.9,1.8,0.7,0.2
New York,Yates County,97.2,0.8,1.7,0.4,0.1
Pennsylvania,Blair County,96.2,1.7,1,0.6,0.1
Pennsylvania,Bradford County,97.5,0.5,1.1,0.5,0.2
Pennsylvania,Cambria County,94.1,3.6,1.4,0.5,0.1
Pennsylvania,Clarion County,97.2,1.2,0.6,0.5,0.1
Pennsylvania,Elk County,98.5,0.3,0.6,0.3,0.1
Pennsylvania,Indiana County,94.9,2.7,1.1,0.9,0.1
Pennsylvania,Lackawanna County,92,2.5,5,1.7,0.2
Pennsylvania,Mifflin County,97.5,0.6,1.1,0.4,0.1
Pennsylvania,Montour County,95.3,1.4,1.8,1.8,0.1
Pennsylvania,Potter County,98.1,0.4,1,0.3,0.3
Pennsylvania,Sullivan County,95.9,2.6,1.4,0.3,0.4
Pennsylvania,Warren County,98.1,0.4,0.7,0.4,0.2
South Carolina,Allendale County,23.7,73.6,2.3,0.4,0.2
South Carolina,Bamberg County,36.1,61.5,1.6,0.4,0.3
South Carolina,Clarendon County,47,50.1,2.6,0.6,0.2
South Carolina,Fairfield County,38.6,59.1,1.6,0.2,0.2
South Carolina,Greenwood County,62.9,31.4,5.4,0.8,0.3
South Carolina,Horry County,79.9,13.4,6.2,1,0.5
South Carolina,Laurens County,70.4,25.4,4.1,0.3,0.2
South Carolina,Newberry County,62.1,31,7.2,0.3,0.3
South Carolina,Spartanburg County,72.3,20.6,5.9,2,0.3
South Dakota,Beadle County,89.7,0.8,7.7,3.6,1.1
South Dakota,Brule County,88.4,0.2,1.4,0.2,8.5
South Dakota,Codington County,95.3,0.3,1.6,0.4,2
South Dakota,Davison County,94.4,0.4,1.5,0.5,2.5
South Dakota,Dewey County,21,0.1,1.8,0.2,74.9
South Dakota,Faulk County,98.9,0.1,0.8,0.1,0.1
South Dakota,Hand County,98.4,0.1,0.6,0.3,0.2
South Dakota,Jackson County,42.7,0.2,1.3,0,52
South Dakota,Kingsbury County,98.1,0.1,1.4,0.3,0.5
South Dakota,McCook County,98,0.1,1.8,0.1,0.4
South Dakota,Miner County,97.8,0.1,1.3,0.4,0.2
South Dakota,Potter County,97.6,0.1,0.7,0.3,0.9
South Dakota,Spink County,97.1,0.3,1.1,0.1,1.2
South Dakota,Turner County,97.5,0.2,1.3,0.2,0.8
South Dakota,Walworth County,82.6,0.1,0.7,0.2,14.3
Tennessee,Benton County,95.4,1.9,1.8,0.4,0.4
Tennessee,Blount County,93.5,2.7,2.8,0.7,0.3
Tennessee,Cannon County,96.6,1.2,1.5,0.1,0.2
Tennessee,Clay County,96.5,1.3,1.6,0.1,0.3
Tennessee,Decatur County,94.7,2.9,2.6,0.2,0.2
Tennessee,Franklin County,90.8,5.1,2.5,0.7,0.4
Tennessee,Hamblen County,86.6,4,10.7,0.7,0.3
Tennessee,Hawkins County,96.5,1.3,1.2,0.5,0.2
Tennessee,Humphreys County,95.1,2.5,1.5,0.2,0.4
Tennessee,Knox County,85.6,8.8,3.5,1.9,0.3
Tennessee,Loudon County,93.4,1.1,7,0.6,0.3
Tennessee,Marshall County,88.5,6.5,4.5,0.4,0.4
Tennessee,Morgan County,94.4,3.7,0.9,0.2,0.3
Tennessee,Polk County,97.5,0.3,1.4,0.1,0.4
Tennessee,Scott County,98.3,0.1,0.5,0.2,0.3
Tennessee,Sumner County,88.9,6.4,3.9,1,0.3
Tennessee,Union County,97.7,0.1,1.3,0.1,0.3
Oklahoma,Harper County,87.4,0.1,17.5,0.2,0.8
Oklahoma,Hughes County,68.1,5.3,3.8,0.2,18.2
Oklahoma,Kingfisher County,84.5,1.1,13.4,0.3,3.1
Oklahoma,Lincoln County,85.9,1.8,2.4,0.2,6.5
Oklahoma,McClain County,84.5,0.7,7,0.4,6.4
Oklahoma,Mayes County,68,0.4,2.7,0.4,21.4
Oklahoma,Oklahoma County,64.6,15.4,15.1,3,3.5
Oklahoma,Pontotoc County,71.2,2.4,4.1,0.7,17.4
Oklahoma,Pushmataha County,75,0.7,2.4,0.2,17.6
Oklahoma,Washington County,78.3,2.4,5,1.1,10.3
Oklahoma,Woodward County,86.7,1.6,10.6,0.6,2.8
Oregon,Deschutes County,92.2,0.4,7.4,0.9,0.9
Oregon,Jefferson County,69,0.6,19.3,0.4,16.9
Oregon,Lake County,90.3,0.5,6.9,0.7,2.1
Oregon,Polk County,85.9,0.6,12.1,1.9,2.1
Oregon,Wheeler County,92.4,0,4.3,0.6,1.2
Pennsylvania,Armstrong County,98,0.8,0.5,0.2,0.1
Texas,Gonzales County,71.5,7.4,47.2,0.4,1
Texas,Gray County,81.5,4.9,23.8,0.4,0.9
Texas,Grimes County,73,16.5,21.2,0.2,0.5
Texas,Hall County,76.9,7.2,32.4,0.1,0.8
Texas,Hansford County,81.8,0.6,43.3,0.3,0.9
Texas,Hill County,83.5,6.3,18.3,0.3,0.5
Texas,Howard County,74.1,6.2,37.9,0.8,0.9
Texas,Hutchinson County,85.5,2.5,19.8,0.4,1.6
Texas,Jim Hogg County,87.9,0.4,92.6,0.3,0.4
Texas,Johnson County,87.2,2.6,18.1,0.7,0.7
Texas,Kent County,93.2,1,14.9,0,0.9
Texas,Kerr County,87.7,1.8,24,0.8,0.7
Texas,Knox County,76.4,5.8,29.6,0.2,0.6
Texas,La Salle County,89.7,0.5,86,0.1,0.6
Texas,Live Oak County,87.7,4.4,35.2,0.5,0.8
Texas,Lubbock County,77.3,7.5,31.9,2.1,0.7
Texas,McLennan County,69.8,14.8,23.6,1.4,0.6
Texas,Mason County,93,0.4,21.5,0.2,0.4
Texas,Midland County,76.9,6.6,37.7,1.3,0.7
Texas,Montgomery County,83.5,4.3,20.8,2.1,0.7
Texas,Navarro County,69.4,13.8,23.8,0.5,0.6
Texas,Nolan County,83.6,4.7,33.5,0.4,0.6
Texas,Ochiltree County,85.6,0.4,48.7,0.3,1
Texas,Oldham County,90.2,3,11.8,0.8,0.6
Texas,Parker County,91.4,1.6,10.6,0.5,0.8
Texas,Rains County,91.2,2.3,7.7,0.5,1
Texas,Randall County,88.9,2.4,16.4,1.4,0.7
Texas,Roberts County,93.8,0.1,8,0.2,0.3
Texas,Rockwall County,83.6,5.8,15.9,2.4,0.6
Texas,Runnels County,83.2,1.8,32,0.2,0.7
Texas,San Saba County,84.3,3.3,28,0.2,0.8
Texas,Somervell County,85,0.7,19.2,0.6,0.8
Texas,Stephens County,84.7,2.1,20.9,0.3,0.5
Texas,Stonewall County,87.7,2.6,14,0.9,0.5
Texas,Terry County,81.3,4.8,49.1,0.2,0.6
Texas,Titus County,67.6,9.6,39.6,0.7,1.1
Texas,Upshur County,85.1,8.7,6.6,0.4,0.7
Texas,Uvalde County,78.1,0.6,69.3,0.5,0.6
Texas,Ward County,77.2,4.9,47.6,0.3,0.9
Texas,Williamson County,78.1,6.2,23.2,4.8,0.6
Texas,Wise County,88.7,1.1,17.1,0.4,0.8
Texas,Zavala County,88.2,0.8,93.9,0,0.4
Utah,Davis County,90,1.2,8.4,1.8,0.5
Tennessee,White County,95.7,1.8,1.6,0.3,0.3
Tennessee,Wilson County,88.9,6.4,3.2,1.1,0.3
Texas,Archer County,93.9,0.4,7.5,0.2,0.7
Texas,Armstrong County,93.3,0.6,6.5,0,0.8
Texas,Bastrop County,73.8,7.8,32.6,0.7,1
Texas,Blanco County,90.3,0.7,18.2,0.5,0.7
Texas,Brooks County,89.6,0.5,91.2,0.3,0.3
Texas,Burnet County,88.5,1.8,20.2,0.5,0.7
Texas,Camp County,67.8,17.4,21.4,0.5,0.7
Texas,Castro County,68.6,2,59.9,0.4,0.9
Texas,Cochran County,73.2,4,52.9,0.2,1.2
Texas,Concho County,86.9,1.9,53.2,0.3,0.4
Texas,Coryell County,70.3,15.8,15.9,1.9,0.8
Texas,Crane County,74.1,2.9,55.1,0.4,1
Texas,Dawson County,76.7,6.5,53.4,0.4,0.7
Texas,DeWitt County,75.7,9.3,32.4,0.2,0.4
Texas,Dimmit County,88.6,1,86.2,0.6,0.3
Texas,Edwards County,86.9,0.5,51.3,0.3,1.3
Texas,Fayette County,83.5,6.6,18.7,0.3,0.7
Texas,Franklin County,86.5,3.9,12.6,0.5,0.7
Texas,Garza County,82.8,6.5,47.1,0.1,0.6
Virginia,Montgomery County,87.6,3.9,2.7,5.4,0.2
Virginia,Nelson County,83.3,13.1,3.1,0.5,0.3
Virginia,Patrick County,91.1,5.9,2.4,0.2,0.3
Virginia,Powhatan County,83.8,13.6,1.8,0.5,0.3
Virginia,Pulaski County,92.5,5,1.2,0.5,0.2
Virginia,Russell County,97.8,0.8,1,0.2,0.2
Virginia,Warren County,90.9,4.6,3.5,1,0.3
Virginia,Wythe County,95.1,2.8,1,0.4,0.1
Virginia,Alexandria city,60.9,21.8,16.1,6,0.4
Virginia,Bedford city,76.4,20.2,2.2,0.7,0.2
Virginia,Buena Vista city,91,5.2,1.5,0.4,1.1
Virginia,Charlottesville city,69.1,19.4,5.1,6.4,0.3
Virginia,Harrisonburg city,78.4,6.4,15.7,3.5,0.3
Virginia,Hopewell city,55.4,37,6.6,0.8,0.4
Virginia,Martinsville city,49.9,45,4,0.9,0.2
Virginia,Richmond city,40.8,50.6,6.3,2.3,0.3
Virginia,Salem city,88.2,7.1,2.4,1.6,0.2
Virginia,Waynesboro city,82.2,10.6,6.4,0.7,0.3
Washington,Cowlitz County,88.9,0.6,7.8,1.5,1.5
Washington,Franklin County,60.5,1.9,51.2,1.8,0.7
Washington,Lewis County,89.7,0.5,8.7,0.9,1.4
Washington,Mason County,86.1,1.1,8,1.2,3.7
Washington,Spokane County,89.2,1.7,4.5,2.1,1.5
West Virginia,Barbour County,96.8,0.7,0.6,0.2,0.6
West Virginia,Boone County,98.5,0.5,0.4,0.1,0.1
West Virginia,Calhoun County,98.4,0.2,0.7,0.2,0.3
West Virginia,Gilmer County,82.5,12.3,5.7,0.4,0.5
West Virginia,Jackson County,98.2,0.3,0.6,0.3,0.2
West Virginia,Marion County,94.3,3.3,0.9,0.5,0.2
West Virginia,Monongalia County,91,3.6,1.8,3.1,0.2
West Virginia,Nicholas County,98.4,0.2,0.6,0.3,0.2
West Virginia,Preston County,97.6,1.1,0.7,0.1,0.2
West Virginia,Summers County,93,4.8,1.4,0.2,0.3
West Virginia,Webster County,98.6,0.2,0.5,0.1,0.1
Wisconsin,Adams County,93,3,3.8,0.4,1
Wisconsin,Bayfield County,86.7,0.3,1.1,0.3,9.6
Wisconsin,Clark County,96.1,0.2,3.7,0.4,0.5
Wisconsin,Door County,96.6,0.5,2.4,0.4,0.6
Wisconsin,Dunn County,94.7,0.5,1.4,2.6,0.4
Wisconsin,Fond du Lac County,94.1,1.3,4.3,1.1,0.5
Wisconsin,Green Lake County,96.7,0.5,3.9,0.5,0.3
Wisconsin,Iowa County,97.6,0.4,1.4,0.5,0.2
Wisconsin,Jackson County,89.3,2,2.5,0.3,6.2
Wisconsin,Langlade County,96.4,0.4,1.6,0.3,1
Wisconsin,Marquette County,96.9,0.5,2.5,0.4,0.6
Wisconsin,Monroe County,93.9,1.1,3.7,0.6,1.1
Wisconsin,Polk County,96.8,0.2,1.5,0.4,1
Wisconsin,Rusk County,97.6,0.4,1.2,0.3,0.5
Wisconsin,Trempealeau County,94.5,0.2,5.8,0.4,0.2
Wisconsin,Washington County,95.8,0.9,2.6,1.1,0.3
Wisconsin,Wood County,95,0.5,2.2,1.8,0.8
Wyoming,Natrona County,92.8,0.9,6.9,0.7,1
Wyoming,Platte County,95.4,0.3,6.7,0.4,0.4
Wyoming,Sheridan County,95.4,0.4,3.5,0.7,1.2
Wyoming,Weston County,95.5,0.3,3,0.3,1.3
Puerto Rico,Arecibo Municipio,84.5,6.1,99.2,0.1,0.4
Utah,Morgan County,97.5,0.2,2.4,0.4,0.2
Utah,Piute County,94.7,0.1,7,0.4,0.3
Utah,Salt Lake County,81.2,1.6,17.1,3.3,0.9
Utah,Wasatch County,90.4,0.3,13.5,0.8,0.5
Vermont,Caledonia County,96.5,0.5,1.1,0.8,0.4
Vermont,Orleans County,96.6,0.6,1.1,0.3,0.5
Virginia,Amelia County,73.5,23.1,2.3,0.2,0.4
Virginia,Bath County,93.7,4.7,2.1,0.1,0.1
Virginia,Buckingham County,62.1,35.1,1.7,0.4,0.3
Virginia,Clarke County,90.2,5.3,3.5,0.9,0.3
Virginia,Culpeper County,75.1,15.8,8.9,1.3,0.4
Virginia,Floyd County,95.9,1.8,2.7,0.2,0.1
Virginia,Goochland County,77.5,19.2,2.1,1,0.2
Virginia,King William County,77.2,17.7,2,0.7,1.4
Virginia,Lunenburg County,60.8,34.7,3.6,0.2,0.3
Virginia,Madison County,86.7,9.8,1.8,0.6,0.2
Alabama,Choctaw County,55.8,43.4,0.5,0.1,0.1
Alabama,Clarke County,54.5,43.9,1,0.3,0.4
Alabama,Cleburne County,94,3.3,2.1,0.2,0.3
Alabama,Coffee County,74.7,16.7,6.4,1.3,1.3
Alabama,Coosa County,66.3,31,2,0.1,0.3
Alabama,Dallas County,29.1,69.4,0.7,0.3,0.2
Alabama,Etowah County,80.3,15.1,3.3,0.6,0.4
Alabama,Franklin County,83,3.9,14.9,0.2,0.7
Alabama,Geneva County,86.3,9.5,3.4,0.3,0.8
Alabama,Henry County,68.6,28.6,2.2,0.3,0.3
Alabama,Jackson County,90.8,3.3,2.5,0.3,1.4
Alabama,Lee County,71.3,22.7,3.3,2.6,0.3
Alabama,Lowndes County,25.3,73.5,0.8,0.1,0.2
Alabama,Macon County,15.5,82.6,1.1,0.4,0.1
Alabama,Madison County,68.2,24,4.6,2.5,0.8
Alabama,Marion County,93.6,3.8,2.1,0.2,0.3
Alabama,Marshall County,87.6,1.6,12.1,0.5,0.8
Alabama,Montgomery County,39.5,54.7,3.6,2.1,0.3
Alabama,Perry County,30.3,68.7,1.1,0.3,0.2
Alabama,Pike County,58.2,36.6,2.2,2,0.6
Alabama,Randolph County,76.5,20.1,2.8,0.2,0.4
Alabama,Russell County,53.7,41.8,3.7,0.4,0.4
Alabama,Shelby County,83,10.6,5.9,1.9,0.3
Alabama,Tallapoosa County,69.9,26.6,2.5,0.5,0.3
Alabama,Walker County,91.2,5.9,2,0.3,0.4
Alabama,Wilcox County,26.8,72.5,0.6,0,0.1
Alaska,Aleutians West Census Area,36,6,13.1,28.9,15.4
Alaska,Bristol Bay Borough,48.2,0,2.4,0.8,33.5
Alaska,Dillingham Census Area,18.1,0.2,2.1,0.7,71.6
Alaska,Juneau City and Borough,69.7,0.9,5.1,6.1,11.8
Alaska,Ketchikan Gateway Borough,68.1,0.6,4,7,14.2
Alaska,Matanuska-Susitna Borough,84.9,1,3.7,1.2,5.5
Alaska,North Slope Borough,33.4,1,2.6,4.5,54.1
Alaska,Petersburg Census Area,71.1,0.4,3.4,2.6,16.1
Alaska,Sitka City and Borough,65.3,0.5,4.9,6,16.8
Arkansas,Woodruff County,69.9,27.5,1.2,0.2,0.2
California,Alpine County,75,0,7.1,0.6,20.4
California,Butte County,81.9,1.6,14.1,4.1,2
California,Calaveras County,88.9,0.8,10.3,1.3,1.5
Puerto Rico,Barranquitas Municipio,86,5.4,99.3,0,0.3
Puerto Rico,Caguas Municipio,76.1,11,99.1,0.2,0.6
Puerto Rico,Carolina Municipio,64.3,22.8,98.6,0.4,0.9
Puerto Rico,Comerí_o Municipi,78.6,8.6,99.6,0.1,0.6
Puerto Rico,Florida Municipio,90.4,4.6,99.6,0.1,0.3
Puerto Rico,Guaynabo Municipio,79.4,9.8,98.2,0.2,0.4
Puerto Rico,Humacao Municipio,66.1,18.5,99,0.2,0.8
Puerto Rico,Las Marí_as Municipi,86.3,5.3,99.4,0,0.4
Puerto Rico,Maricao Municipio,89.2,4.8,99.4,0,0.4
Puerto Rico,Naranjito Municipio,84.2,6,99.5,0.1,0.5
Puerto Rico,Quebradillas Municipio,89.2,3.7,99.3,0.1,0.1
Puerto Rico,San Lorenzo Municipio,76.1,9.9,99.5,0.1,0.8
Puerto Rico,Toa Alta Municipio,76.3,9.6,99.3,0.1,0.4
Puerto Rico,Vega Baja Municipio,77.3,11.5,99.3,0.1,0.5
Alabama,Bibb County,75.8,22,1.8,0.1,0.3
Alabama,Bullock County,23,70.2,7.1,0.2,0.2
Alabama,Calhoun County,74.9,20.6,3.3,0.7,0.5
California,Mendocino County,76.5,0.7,22.2,1.7,4.9
California,Modoc County,83.5,0.8,13.9,0.8,3.8
California,Mono County,82.4,0.3,26.5,1.4,2.1
California,Nevada County,91.4,0.4,8.5,1.2,1.1
California,Orange County,60.8,1.7,33.7,17.9,0.6
California,Riverside County,61,6.4,45.5,6,1.1
California,San Benito County,63.7,0.9,56.4,2.6,1.6
California,San Diego County,64,5.1,32,10.9,0.9
California,San Francisco County,48.5,6.1,15.1,33.3,0.5
California,Santa Barbara County,69.6,2,42.9,4.9,1.3
California,Santa Cruz County,72.5,1.1,32,4.2,0.9
California,Siskiyou County,84.7,1.3,10.3,1.2,4
California,Solano County,51,14.7,24,14.6,0.8
California,Sutter County,61,2,28.8,14.4,1.4
California,Tehama County,81.5,0.6,21.9,1,2.6
California,Trinity County,87.3,0.4,7,0.7,4.8
California,Tuolumne County,87.2,2.1,10.7,1,1.9
California,Yolo County,63.2,2.6,30.3,13,1.1
Colorado,Adams County,73.3,3.1,38,3.6,1.3
Colorado,Archuleta County,86.4,0.3,17.8,0.7,1.9
Colorado,Baca County,92.6,0.6,9.2,0.2,1.3
Colorado,Chaffee County,93.2,1.5,9.4,0.6,1.1
Colorado,Conejos County,76.2,0.3,56,0.3,2.2
Colorado,Delta County,89.7,0.5,14,0.5,1
Colorado,Dolores County,93,0.2,4,0.1,2.9
Colorado,Elbert County,94.7,0.7,5.3,0.7,0.7
Colorado,Fremont County,90.2,3.9,12.3,0.6,1.7
Colorado,Kiowa County,96.3,0.3,5.6,0,0.5
California,Contra Costa County,58.6,9.3,24.4,14.4,0.6
California,Del Norte County,73.7,3.5,17.8,3.4,7.8
California,El Dorado County,86.6,0.8,12.1,3.5,1.1
California,Imperial County,58.8,3.3,80.4,1.6,1.8
California,Kern County,59.5,5.8,49.2,4.2,1.5
California,Kings County,54.3,7.2,50.9,3.7,1.7
California,Madera County,62.6,3.7,53.7,1.9,2.7
Texas,Sabine County,89.1,7.2,3.2,0.3,0.5
Connecticut,Middlesex County,89.2,4.7,4.7,2.6,0.2
Connecticut,New London County,82.2,5.8,8.5,4.2,0.9
Connecticut,Tolland County,89.8,3.3,4.3,3.4,0.2
Delaware,Sussex County,79,12.7,8.6,1,0.8
District of Columbia,District of Columbia,38.5,50.7,9.1,3.5,0.3
Florida,Baker County,83.7,13.6,1.9,0.5,0.3
Florida,Brevard County,83,10.1,8.1,2.1,0.4
Florida,Broward County,63.1,26.7,25.1,3.2,0.3
Florida,Citrus County,93,2.8,4.7,1.4,0.3
Florida,Collier County,83.9,6.6,25.9,1.1,0.3
Florida,Duval County,60.9,29.5,7.6,4.2,0.4
Florida,Gilchrist County,90.9,5.3,5,0.4,0.5
Florida,Glades County,71,12.3,21.1,0.4,4.6
Florida,Gulf County,78.1,18.7,4.3,0.3,0.4
Florida,Hardee County,72.2,7,42.9,1.1,0.6
Florida,Hendry County,59.9,13.4,49.2,0.7,1.7
Florida,Hernando County,89.5,5.1,10.3,1.1,0.4
Colorado,Lake County,80.7,0.4,39.1,0.5,1.3
Colorado,La Plata County,86.8,0.4,11.8,0.6,5.8
Colorado,Larimer County,90.5,0.8,10.6,1.9,0.7
Colorado,Lincoln County,89,5.3,12.5,0.8,0.9
Colorado,Mesa County,89.4,0.6,13.3,0.8,1.1
Colorado,Moffat County,90,0.3,14.4,0.6,0.9
Colorado,Morgan County,79.4,2.9,33.8,0.5,0.8
Colorado,Ouray County,96.4,0.2,4.4,0.6,0.4
Colorado,Pitkin County,93.5,0.5,9.1,1.2,0.3
Colorado,Rio Blanco County,91.9,0.8,10,0.3,0.9
Colorado,Saguache County,82.3,0.2,40.1,0.8,1.9
Colorado,San Miguel County,92.9,0.4,8.6,0.7,0.8
Colorado,Teller County,94.3,0.5,5.5,0.7,0.9
Colorado,Washington County,95.3,0.6,8.5,0.2,0.1
Florida,Polk County,75.2,14.8,17.7,1.6,0.4
Florida,St. Johns County,89.3,5.6,5.2,2.1,0.3
Florida,St. Lucie County,71.8,19.1,16.6,1.6,0.4
Florida,Santa Rosa County,87.8,5.4,4.3,1.8,0.9
Florida,Sarasota County,90.2,4.7,7.9,1.3,0.2
Florida,Sumter County,86.6,9.7,6,0.7,0.4
Florida,Union County,75,22.2,4.8,0.2,0.4
Florida,Volusia County,82.5,10.5,11.2,1.5,0.4
Florida,Washington County,80.4,15,2.9,0.5,1.3
Georgia,Appling County,73.4,18.6,9.3,0.7,0.4
Georgia,Bacon County,78.6,15.4,7.1,0.3,0.2
Georgia,Banks County,91.7,2.3,5.7,0.9,0.3
Georgia,Berrien County,84.7,10.7,4.6,0.4,0.3
Georgia,Brantley County,94.4,2.9,1.9,0.2,0.3
Georgia,Bulloch County,67.2,27.6,3.5,1.5,0.3
Georgia,Burke County,47.5,49.5,2.6,0.3,0.2
Georgia,Calhoun County,34.7,61.3,3.9,0.4,0.1
Georgia,Carroll County,75.6,18.2,6.2,0.8,0.4
Georgia,Charlton County,68.6,28.5,2.5,0.6,0.4
Georgia,Cherokee County,86.6,5.7,9.6,1.7,0.4
Georgia,Clayton County,18.9,66.1,13.7,5,0.4
Georgia,Coffee County,64.7,26.6,10.3,0.7,0.3
Georgia,Coweta County,75.9,17.3,6.7,1.5,0.3
Georgia,Crawford County,74.6,22.3,2.4,0.3,0.5
Georgia,Dawson County,95.6,0.5,4.1,0.6,0.4
Georgia,Dodge County,66.8,29.8,3.4,0.5,0.3
Georgia,Dougherty County,29.6,67.1,2.2,0.8,0.2
Georgia,Echols County,74.9,4.2,29.3,0.3,1.8
Georgia,Effingham County,82.6,13.5,2.9,0.8,0.3
Georgia,Elbert County,65.9,29.5,4.8,0.6,0.2
Georgia,Evans County,58.8,29.1,13.1,0.7,0.2
Georgia,Fannin County,97.1,0.4,1.8,0.3,0.3
Georgia,Floyd County,76.9,14.2,9.3,1.3,0.4
Alaska,Wrangell City and Borough,72.6,0.2,1.6,1.4,16.2
Alaska,Yukon-Koyukuk Census Area,22.2,0.2,1.2,0.3,71.4
Arizona,Graham County,72.1,1.8,30.4,0.5,14.4
Florida,Indian River County,84.3,9,11.2,1.2,0.3
Florida,Jackson County,69.1,26.6,4.3,0.5,0.7
Florida,Jefferson County,60.4,36.2,3.7,0.4,0.3
Florida,Levy County,85.5,9.4,7.5,0.6,0.4
Florida,Madison County,57.6,38.8,4.7,0.2,0.5
Florida,Nassau County,89.8,6.4,3.2,0.9,0.4
Florida,Okaloosa County,81.1,9.3,6.8,2.9,0.6
Florida,Orange County,63.6,20.8,26.9,4.9,0.4
Florida,Osceola County,71,11.3,45.5,2.8,0.5
Florida,Palm Beach County,73.5,17.3,19,2.4,0.5
Arkansas,Crittenden County,46.1,51.2,2,0.6,0.3
Arkansas,Faulkner County,84.3,10.2,3.9,1.1,0.6
Arkansas,Franklin County,95,0.7,2,0.9,1
Arkansas,Grant County,94.9,2.2,2.2,0.3,0.4
Arkansas,Hempstead County,59.4,29.4,12,0.4,0.4
Arkansas,Hot Spring County,85.6,10.8,2.8,0.3,0.5
Arkansas,Jackson County,79.8,16.7,2.4,0.3,0.5
Arkansas,Lafayette County,60.7,37.2,1.7,0.3,0.2
Arkansas,Little River County,75.5,19.1,2.7,0.3,1.5
Arkansas,Madison County,93.6,0.2,4.8,0.5,1.2
Arkansas,Marion County,97,0.2,1.7,0.2,0.7
Arkansas,Nevada County,65.9,30.7,2.4,0.3,0.3
Arkansas,Ouachita County,57,40.1,1.6,0.4,0.3
Arkansas,Perry County,95.2,1.9,2.4,0.2,0.7
Arkansas,Phillips County,35,63.1,1.3,0.3,0.2
Arkansas,Polk County,92.7,0.3,5.8,0.5,1.8
Arkansas,Pope County,89.5,2.9,6.7,1,0.8
Alaska,Aleutians East Borough,21,7,12.3,36,27.9
Arkansas,Saline County,90.5,4.7,3.8,0.9,0.5
Arkansas,Scott County,88,0.5,7,3.4,1.9
Arkansas,Sevier County,70,4.3,30.6,0.4,2.3
Arkansas,Stone County,96.8,0.1,1.3,0.4,0.7
Georgia,Wilkes County,53,42.8,3.4,0.5,0.2
Hawaii,Hawaii County,33.7,0.6,11.6,22.2,0.5
Idaho,Ada County,90.3,1.1,7.1,2.4,0.7
Idaho,Adams County,96.1,0.1,2.4,0.4,1
Idaho,Bear Lake County,96.3,0.1,3.6,0.4,0.5
Idaho,Benewah County,86.6,0.3,2.5,0.3,8.7
Idaho,Bingham County,80.6,0.2,17.2,0.6,6.5
Idaho,Blaine County,84.9,0.2,20,0.9,0.6
Idaho,Bonneville County,90.6,0.6,11.4,0.8,0.8
Idaho,Butte County,95.5,0.2,4.1,0.2,0.4
Idaho,Cassia County,81.8,0.3,24.9,0.5,0.8
Idaho,Clearwater County,93.9,0.2,3.1,0.7,2.2
Idaho,Franklin County,94.4,0.2,6.6,0.1,0.4
Arizona,Greenlee County,77.2,1.1,47.9,0.5,2.3
Arizona,Mohave County,86.9,0.9,14.8,1.1,2.2
Arizona,Pinal County,72.4,4.6,28.5,1.7,5.6
Arizona,Yuma County,70.4,2,59.7,1.2,1.6
Arkansas,Ashley County,69.3,25.8,4.9,0.2,0.3
Arkansas,Calhoun County,74.5,22.2,2.8,0.2,0.3
Arkansas,Carroll County,89.6,0.4,12.7,0.6,0.9
Arkansas,Clay County,97.5,0.3,1.3,0.1,0.3
Arkansas,Crawford County,89.1,1.2,6.1,1.4,2.2
Illinois,Boone County,84.4,2,20.2,1.3,0.4
Illinois,Bureau County,94.2,0.6,7.7,0.7,0.3
Illinois,Calhoun County,98.9,0.1,0.8,0.2,0.2
Illinois,Clark County,98.1,0.3,1.1,0.3,0.2
Illinois,Crawford County,92.8,4.7,1.8,0.5,0.2
Illinois,DeKalb County,85.1,6.4,10.1,2.3,0.3
Illinois,Douglas County,95.7,0.3,6.1,0.4,0.2
Illinois,DuPage County,77.9,4.6,13.3,10.1,0.3
Illinois,Edwards County,98,0.4,0.9,0.3,0.1
Illinois,Fayette County,93.7,4.4,1.4,0.2,0.2
Illinois,Ford County,97.1,0.6,2.1,0.3,0.2
Illinois,Gallatin County,97.9,0.2,1.2,0.1,0.3
Illinois,Jackson County,77.8,14.3,4,3.2,0.4
Illinois,Jefferson County,88.4,8.4,2.1,0.6,0.2
Illinois,Jersey County,97.6,0.4,1,0.3,0.3
Illinois,Jo Daviess County,97.2,0.5,2.7,0.3,0.2
Illinois,Kendall County,83.6,5.7,15.6,3,0.3
Illinois,LaSalle County,93.2,1.9,8,0.7,0.3
Illinois,Lawrence County,87.3,9.6,3.3,0.2,0.2
Illinois,Logan County,89.1,7.5,2.9,0.6,0.2
Illinois,McDonough County,90.4,5,2.7,1.8,0.2
Illinois,McHenry County,90.1,1.1,11.4,2.5,0.3
Illinois,Macoupin County,97.6,0.8,0.9,0.3,0.3
Illinois,Mason County,98.1,0.4,0.8,0.3,0.2
Illinois,Massac County,91,5.9,1.9,0.3,0.4
Illinois,Monroe County,98,0.2,1.4,0.4,0.2
Illinois,Ogle County,93.2,0.9,8.9,0.5,0.2
Illinois,Piatt County,98,0.3,1,0.3,0.2
Illinois,Pulaski County,64.4,32.4,1.6,0.2,0.4
Illinois,Richland County,97.3,0.5,1.3,0.7,0.2
Illinois,Rock Island County,81.6,9,11.6,1.6,0.3
Illinois,Saline County,93,4,1.4,0.4,0.4
Illinois,Sangamon County,83.6,11.8,1.8,1.6,0.2
Illinois,Stephenson County,86.5,9,2.9,0.6,0.2
